,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice,NeighType,SalePrice_Log,Age
781,RL,60.0,9900.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,778.0,778.0,GasA,TA,Y,SBrkr,944.0,545.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1940,Unf,1.0,240.0,TA,TA,Y,335.0,0.0,0.0,0.0,0.0,0.0,GdWo,7,2009,WD,Normal,139500.0,2.0,11.845827048676645,10
782,FV,81.0,11216.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1489.0,1489.0,GasA,Ex,Y,SBrkr,1489.0,0.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2006,RFn,2.0,776.0,TA,TA,Y,0.0,140.0,0.0,0.0,0.0,0.0,0,6,2006,New,Partial,232600.0,4.0,12.357079818283598,0
783,RL,114.0,14803.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1636.0,Unf,0.0,442.0,2078.0,GasA,Ex,Y,SBrkr,2084.0,0.0,0.0,2084.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,7.0,Typ,1.0,Gd,Attchd,2007,Fin,3.0,1220.0,TA,TA,Y,188.0,45.0,0.0,0.0,0.0,0.0,0,6,2008,New,Partial,385000.0,4.0,12.861001210669146,1
784,RM,50.0,6130.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,784.0,Unf,0.0,0.0,784.0,GasA,Gd,Y,SBrkr,784.0,0.0,0.0,784.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,0,0,0,0,0.0,0.0,0,0,Y,0.0,0.0,116.0,0.0,0.0,0.0,0,5,2008,WD,Normal,109500.0,1.0,11.603688960617083,26
785,RL,65.0,8529.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,0.0,1434.0,1454.0,GasA,Ex,Y,SBrkr,1434.0,0.0,0.0,1434.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,2001,RFn,2.0,527.0,TA,TA,Y,290.0,39.0,0.0,0.0,0.0,0.0,0,4,2009,WD,Normal,189000.0,3.0,12.149507585033072,0
786,RL,68.0,28698.0,Pave,IR2,Low,AllPub,CulDSac,Sev,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,249.0,ALQ,764.0,0.0,1013.0,GasA,TA,Y,SBrkr,1160.0,966.0,0.0,2126.0,0.0,1.0,2.0,1.0,3.0,1.0,TA,7.0,Min2,0.0,0,Attchd,1967,Fin,2.0,538.0,TA,TA,Y,486.0,0.0,0.0,0.0,225.0,0.0,0,6,2009,WD,Abnorml,185000.0,3.0,12.128116509451258,0
787,FV,24.0,2544.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520.0,623.0,80.0,1223.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,4.0,Typ,0.0,0,Detchd,2005,RFn,2.0,480.0,TA,TA,Y,0.0,166.0,0.0,0.0,0.0,0.0,0,7,2006,WD,Normal,147400.0,4.0,11.900912042974875,0
788,RL,80.0,11900.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,1040.0,Unf,0.0,352.0,1392.0,GasA,TA,Y,FuseA,1392.0,0.0,0.0,1392.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,2.0,Gd,Attchd,1957,RFn,2.0,458.0,TA,TA,Y,0.0,0.0,0.0,0.0,192.0,0.0,0,6,2008,WD,Normal,166000.0,2.0,12.019749091416921,0
789,FV,30.0,3180.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,520.0,600.0,80.0,1200.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,4.0,Typ,0.0,0,Detchd,2005,RFn,2.0,480.0,TA,TA,Y,0.0,166.0,0.0,0.0,0.0,0.0,0,6,2006,WD,Normal,151000.0,4.0,11.92504173829169,0
790,RL,44.0,9548.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483.0,Unf,0.0,458.0,941.0,GasA,Ex,Y,SBrkr,941.0,888.0,0.0,1829.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2003,RFn,2.0,613.0,TA,TA,Y,192.0,39.0,0.0,0.0,0.0,0.0,0,1,2010,WD,Normal,237000.0,3.0,12.37581963951765,0
791,RL,100.0,10004.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,196.0,BLQ,345.0,975.0,1516.0,GasA,TA,Y,SBrkr,1516.0,0.0,0.0,1516.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,0,Attchd,1964,RFn,2.0,472.0,TA,TA,Y,0.0,0.0,0.0,0.0,152.0,0.0,0,2,2009,WD,Normal,167000.0,2.0,12.025755079404917,0
792,RL,75.0,7875.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,572.0,Unf,0.0,572.0,1144.0,GasA,Gd,Y,SBrkr,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,0,Attchd,1961,Unf,2.0,456.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,GdWo,9,2008,WD,Normal,139950.0,2.0,11.849047640327147,0
793,RL,60.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442.0,Unf,0.0,625.0,1067.0,GasA,TA,Y,SBrkr,1067.0,0.0,0.0,1067.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,4.0,Min2,0.0,0,Attchd,1996,Unf,2.0,436.0,TA,TA,Y,290.0,0.0,0.0,0.0,0.0,0.0,0,2,2010,WD,Normal,128000.0,1.0,11.759793355371237,45
794,RM,90.0,8100.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338.0,Unf,0.0,1221.0,1559.0,GasA,Gd,Y,SBrkr,1559.0,0.0,0.0,1559.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Min2,0.0,0,Detchd,1948,Unf,2.0,812.0,TA,TA,Y,0.0,116.0,230.0,0.0,0.0,0.0,GdWo,6,2007,COD,Normal,153500.0,2.0,11.941462360646149,25
795,RM,21.0,1680.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,330.0,Unf,0.0,153.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0.0,987.0,1.0,0.0,1.0,1.0,2.0,1.0,TA,5.0,Typ,0.0,0,Detchd,1973,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,11,2008,WD,Normal,100000.0,1.0,11.51293546492023,0
796,RL,75.0,9525.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1099.0,1099.0,GasA,Ex,Y,SBrkr,1099.0,0.0,0.0,1099.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,0,Attchd,1999,Unf,1.0,352.0,TA,TA,Y,278.0,0.0,0.0,0.0,0.0,0.0,0,6,2008,WD,Normal,144000.0,3.0,11.87757552297847,11
797,RL,70.0,11767.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352.0,Unf,0.0,416.0,768.0,GasA,Ex,Y,SBrkr,768.0,432.0,0.0,1200.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,0,Detchd,1946,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2008,WD,Normal,130500.0,1.0,11.779136168550774,49
798,RH,68.0,12155.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,156.0,Unf,0.0,516.0,672.0,GasA,TA,N,SBrkr,810.0,672.0,0.0,1482.0,0.0,0.0,2.0,0.0,4.0,1.0,Fa,7.0,Typ,0.0,0,Detchd,1934,Unf,1.0,400.0,TA,TA,P,0.0,0.0,254.0,0.0,0.0,0.0,0,3,2008,WD,Normal,140000.0,2.0,11.849404844423074,25
799,RM,60.0,10440.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,650.0,650.0,GasA,Gd,Y,SBrkr,958.0,581.0,0.0,1539.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,8.0,Typ,1.0,Po,Detchd,1983,Unf,2.0,686.0,Gd,TA,P,70.0,78.0,68.0,0.0,0.0,0.0,0,6,2008,WD,Normal,157500.0,2.0,11.967187086434018,98
800,RL,82.0,9020.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,312.0,ALQ,539.0,276.0,1127.0,GasA,TA,Y,SBrkr,1165.0,0.0,0.0,1165.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,0,Attchd,1966,RFn,2.0,490.0,Gd,Gd,Y,0.0,129.0,0.0,0.0,0.0,0.0,GdPrv,5,2008,WD,Normal,174900.0,2.0,12.071975378543236,0
801,RL,80.0,8000.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1800.0,1800.0,GasA,Ex,N,SBrkr,1800.0,0.0,0.0,1800.0,0.0,0.0,2.0,0.0,6.0,2.0,TA,10.0,Typ,0.0,0,0,0,0,0.0,0.0,0,0,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,7,2007,WD,Normal,141000.0,2.0,11.856522261533737,0
802,RM,100.0,12665.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,876.0,876.0,GasA,Gd,Y,SBrkr,876.0,540.0,0.0,1416.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1949,Unf,3.0,720.0,TA,TA,Y,418.0,0.0,194.0,0.0,0.0,0.0,0,6,2008,WD,Normal,153900.0,2.0,11.944064817531656,35
803,RL,68.0,16647.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390.0,Unf,0.0,0.0,1390.0,GasA,TA,Y,SBrkr,1701.0,0.0,0.0,1701.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Min2,2.0,TA,Basment,1975,Fin,2.0,611.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2007,WD,Normal,171000.0,1.0,12.049424683420915,6
804,RL,75.0,9317.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,513.0,Unf,0.0,227.0,740.0,GasA,Ex,Y,SBrkr,1006.0,769.0,0.0,1775.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1993,Unf,2.0,425.0,TA,TA,Y,234.0,72.0,192.0,0.0,0.0,0.0,0,7,2009,WD,Normal,213000.0,3.0,12.269052139516223,0
805,RL,36.0,15523.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,460.0,Unf,0.0,404.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Fa,Attchd,1972,Unf,1.0,338.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,8,2009,WD,Normal,133500.0,3.0,11.80186424743109,0
806,RL,75.0,45600.0,Pave,IR2,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,907.0,907.0,GasA,TA,Y,SBrkr,1307.0,1051.0,0.0,2358.0,0.0,0.0,3.0,0.0,5.0,1.0,TA,10.0,Typ,1.0,Gd,Detchd,1908,Unf,2.0,360.0,Fa,TA,Y,486.0,40.0,0.0,0.0,175.0,0.0,0,9,2008,WD,Normal,240000.0,3.0,12.388398368982115,89
807,RL,80.0,9600.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,528.0,528.0,GasA,Ex,Y,SBrkr,1094.0,761.0,0.0,1855.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1976,RFn,2.0,512.0,TA,TA,Y,113.0,100.0,0.0,0.0,0.0,0.0,0,8,2007,WD,Normal,187000.0,4.0,12.138869243416009,18
808,RM,36.0,4435.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,Unf,0.0,189.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,3.0,Typ,0.0,0,Attchd,2003,Fin,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,0,11,2007,WD,Normal,131500.0,3.0,11.78676973513378,0
809,RL,68.0,3196.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1273.0,1273.0,GasA,Ex,Y,SBrkr,1456.0,0.0,0.0,1456.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2003,Fin,2.0,400.0,TA,TA,Y,143.0,20.0,0.0,0.0,0.0,0.0,0,5,2006,WD,Normal,215000.0,nan,12.278397958261774,0
810,RL,53.0,7128.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364.0,Unf,0.0,554.0,918.0,GasA,Gd,Y,SBrkr,918.0,728.0,0.0,1646.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Typ,2.0,Gd,Detchd,1941,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,126.0,0.0,MnPrv,8,2007,WD,Normal,164000.0,3.0,12.00762780434872,9
811,RL,68.0,12095.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,564.0,Unf,0.0,563.0,1127.0,GasA,TA,Y,SBrkr,1445.0,0.0,0.0,1445.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Fa,Attchd,1964,RFn,2.0,645.0,TA,TA,Y,180.0,0.0,0.0,0.0,0.0,0.0,MnPrv,8,2009,WD,Normal,158000.0,2.0,11.970356641102999,0
812,RL,102.0,17920.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,306.0,Rec,1085.0,372.0,1763.0,GasA,TA,Y,SBrkr,1779.0,0.0,0.0,1779.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1955,Unf,2.0,454.0,TA,TA,Y,0.0,418.0,0.0,0.0,312.0,0.0,0,7,2006,WD,Abnorml,170000.0,1.0,12.04355959836804,19
813,RL,68.0,6897.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,659.0,Unf,0.0,381.0,1040.0,GasA,Ex,Y,SBrkr,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,0,Detchd,1962,Unf,1.0,260.0,TA,TA,Y,0.0,104.0,0.0,0.0,0.0,0.0,0,4,2010,WD,Normal,127000.0,1.0,11.751950239425476,48
814,RL,68.0,10970.0,Pave,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505.0,LwQ,435.0,0.0,940.0,GasA,TA,Y,SBrkr,1026.0,0.0,0.0,1026.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,0,Detchd,1981,Unf,2.0,576.0,TA,Fa,Y,0.0,0.0,34.0,0.0,0.0,0.0,MnPrv,10,2008,WD,Normal,147000.0,3.0,11.898194668458823,0
815,RL,65.0,8125.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,702.0,702.0,GasA,Gd,Y,SBrkr,702.0,779.0,0.0,1481.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1994,Fin,2.0,343.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,0,3,2009,WD,Normal,174000.0,3.0,12.066816325306588,1
816,RL,68.0,11029.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,619.0,Unf,0.0,435.0,1054.0,GasA,TA,Y,SBrkr,1512.0,1142.0,0.0,2654.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,1968,Unf,2.0,619.0,TA,TA,Y,0.0,65.0,0.0,0.0,222.0,0.0,0,8,2006,WD,Normal,250000.0,3.0,12.429220196836383,16
817,RL,55.0,7642.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Gd,Y,SBrkr,912.0,514.0,0.0,1426.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,1925,Unf,1.0,216.0,TA,TA,Y,0.0,240.0,0.0,0.0,0.0,0.0,GdPrv,6,2007,WD,Normal,189950.0,3.0,12.154521423145216,80
818,RL,75.0,11625.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,841.0,Unf,0.0,198.0,1039.0,GasA,Ex,Y,SBrkr,1039.0,0.0,0.0,1039.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,0,Attchd,1965,Unf,2.0,504.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2010,WD,Normal,131500.0,1.0,11.78676973513378,0
819,RL,81.0,9672.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,338.0,Unf,0.0,702.0,1040.0,GasA,TA,Y,SBrkr,1097.0,0.0,0.0,1097.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,0,Attchd,1986,Unf,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,GdPrv,5,2010,WD,Normal,152000.0,3.0,11.931642378754141,1
820,FV,72.0,8640.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1372.0,1372.0,GasA,Ex,Y,SBrkr,1372.0,0.0,0.0,1372.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,0,Attchd,2008,Fin,2.0,529.0,TA,TA,Y,0.0,140.0,0.0,0.0,0.0,0.0,0,5,2008,New,Partial,250580.0,4.0,12.43153750053306,1
821,RL,68.0,8750.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828.0,Unf,0.0,174.0,1002.0,GasA,TA,Y,SBrkr,1002.0,0.0,0.0,1002.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,0,Detchd,1973,Unf,2.0,902.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,8,2009,WD,Normal,148500.0,2.0,11.908346971208951,0
822,RL,67.0,10656.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1638.0,1638.0,GasA,Ex,Y,SBrkr,1646.0,0.0,0.0,1646.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2007,RFn,3.0,870.0,TA,TA,Y,192.0,80.0,0.0,0.0,0.0,0.0,0,11,2007,New,Partial,248900.0,4.0,12.424810506025395,1
823,RL,85.0,6970.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,932.0,Unf,0.0,108.0,1040.0,GasA,TA,Y,SBrkr,1120.0,0.0,0.0,1120.0,1.0,0.0,1.0,1.0,3.0,1.0,Fa,5.0,Typ,0.0,0,Attchd,1961,RFn,2.0,544.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,0,5,2007,WD,Normal,129000.0,1.0,11.767575435251748,0
824,RL,68.0,14762.0,Pave,IR2,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,1547.0,720.0,53.0,2320.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1979,Unf,2.0,672.0,TA,TA,P,120.0,144.0,0.0,0.0,0.0,0.0,0,5,2006,WD,Normal,169000.0,3.0,12.037659911047468,2
